"","STUDENT_ALTERNATE_ID","SCHOOL_YEAR_ID","GRADE_CODE","GENDER_CODE","ENGLISH_LEARNER_STATUS_CODE","SOCIO_ECON_STATUS_CODE","Ethnicity","percentWhite","percentSPED","percentFRL","schoolSize","PLACEMENT_TYPE","discLength","discCount","absent"
"197",12136989,2014,"04","M",0,"1","Black",0.704730831973899,0.066884176182708,0.292006525285481,613,"0",1,1,15
"198",12136989,2015,"05","M",0,"1","Black",0.695,0.0666666666666667,0.266666666666667,600,"1",0,0,20.5
"199",12136989,2016,"06","M",0,"1","Black",0.3856,0.2128,0.6048,625,"0",14,8,18.5
"200",12136989,2017,"07","M",0,"1","Black",0.673280423280423,0.144179894179894,0.481481481481481,756,"0",13,4,15.5
"201",12128645,2013,"03","F",0,"1","Black",0.432659932659933,0.121212121212121,0.867003367003367,594,"1",9,6,9.5
"202",12128645,2014,"04","F",0,"1","Black",0.410169491525424,0.113559322033898,0.849152542372881,590,"1",22,16,6.5
"203",12128645,2015,"05","F",0,"1","Black",0.362038664323374,0.107205623901582,0.768014059753954,569,"0",18,13,8
"204",12128645,2016,"06","F",0,"1","Black",0.39647577092511,0.174008810572687,0.751101321585903,454,"1",9,5,5
"205",12128645,2017,"07","F",0,"1","Black",0.370221327967807,0.175050301810865,0.76056338028169,497,"1",8,4,8
"206",12220217,2013,"03","F",0,"1","White",0.432659932659933,0.121212121212121,0.867003367003367,594,"1",4,3,10
"207",12220217,2014,"04","F",0,"1","White",0.410169491525424,0.113559322033898,0.849152542372881,590,"1",0,0,24.5
"208",12220217,2015,"05","F",0,"1","White",0.185714285714286,0.1125,0.891071428571429,560,"1",0,0,19.5
"209",12220217,2016,"06","F",0,"1","White",0.39647577092511,0.174008810572687,0.751101321585903,454,"1",1,1,5
"210",12220217,2017,"07","F",0,"1","White",0.370221327967807,0.175050301810865,0.76056338028169,497,"1",10,5,6
"211",12173343,2013,"03","M",2,"1","Hispanic",0.494140625,0.0859375,0.845703125,512,"1",0,0,4.5
"212",12173343,2014,"04","M",2,"1","Hispanic",0.533106960950764,0.0797962648556876,0.842105263157895,589,"1",0,0,8
"213",12173343,2015,"05","M",2,"0","Hispanic",0.522641509433962,0.10377358490566,0.771698113207547,530,"1",0,0,3
"214",12173343,2016,"06","M",2,"1","Hispanic",0.39647577092511,0.174008810572687,0.751101321585903,454,"1",1,1,6
"215",12173343,2017,"07","M",2,"1","Hispanic",0.370221327967807,0.175050301810865,0.76056338028169,497,"1",0,0,3
"216",12291118,2013,"03","M",0,"1","White",0.494140625,0.0859375,0.845703125,512,"1",1,1,11.5
"217",12291118,2014,"04","M",0,"1","White",0.533106960950764,0.0797962648556876,0.842105263157895,589,"1",1,1,19.5
"218",12291118,2015,"05","M",0,"1","White",0.522641509433962,0.10377358490566,0.771698113207547,530,"1",1,1,41
"219",12291118,2016,"06","M",0,"0","White",0.47682119205298,0.167218543046358,0.685430463576159,604,"1",1,1,8
"220",12291118,2017,"07","M",0,"0","White",0.495033112582781,0.167218543046358,0.612582781456954,604,"1",2,2,66
"221",12256494,2013,"03","M",0,"1","Other",0.61100569259962,0.0834914611005693,0.567362428842505,527,"1",0,0,21.5
"222",12256494,2014,"04","M",0,"1","Other",0.595394736842105,0.0756578947368421,0.580592105263158,608,"0",0,0,19.5
"223",12256494,2015,"05","M",0,"1","Other",0.589018302828619,0.0748752079866889,0.574043261231281,601,"0",0,0,16.5
"224",12256494,2016,"06","M",0,"0","Other",0.344444444444444,0.150793650793651,0.653968253968254,630,"1",0,0,11
"225",12256494,2017,"07","M",0,"0","Other",0.344624447717231,0.182621502209131,0.617083946980854,679,"1",0,0,13
"226",12136359,2013,"03","M",0,"1","White",0.539007092198582,0.101063829787234,0.632978723404255,564,"1",0,0,2
"227",12136359,2014,"04","M",0,"0","White",0.548387096774194,0.129032258064516,0.648745519713262,558,"1",0,0,2
"228",12136359,2015,"05","M",0,"0","White",0.50531914893617,0.125886524822695,0.567375886524823,564,"1",0,0,2
"229",12136359,2016,"06","M",0,"0","White",0.580952380952381,0.133333333333333,0.442857142857143,840,"1",0,0,0
"230",12136359,2017,"07","M",0,"0","White",0.585051546391753,0.126288659793814,0.407216494845361,776,"1",0,0,1
